DomainIdentityInPage,DomainIdentityInCopyright,DomainIdentityInCanonical,DomainIdentityInAlternate,ForeignHyperlinks,VoidHyperlinkRatio,ForeignFormHandler,IPInURL,NumericFQDN,NumericPath,DomainEncoding,PathEncodedCharacters,RedirectionalChar,OutPositionedDomain,NoDotsFQDN,NoDotsPath,NonStandardPort,ObfuscationCharFQDN,ObfuscationCharPath,NoOfSlash,NoOfCharFQDN,NoOfCharPath,ShortURL,SubdomainService,DomainNameValidity,DomainAge,FHDomainValidity,FHDomainAge,SSLCertificateType,SSLGeoCountryMatch,URLSearchEngineRanking,DomainSearchEngineRanking,FQDNSearchEngineRanking,FQDNBlacklistIPCounts,DomainBlacklistIPCounts,Class
4,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,19,0,No,No,Yes,5007,Yes,5007,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
163,Yes,Null,Yes,Yes,0.07,Internal,No,0,0,No,0,No,No,1,0,Null,0,1,5,10,28,No,No,Yes,319,Yes,319,DV,Yes,Yes,Yes,Yes,6,6,Legitimate
99,Yes,Null,Yes,Yes,0,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,3,8,0,No,No,Yes,9340,Yes,9340,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
3,Yes,Null,Null,Yes,0.09,Internal,No,0,0,No,0,No,No,3,0,Null,0,0,3,26,0,No,No,Yes,8218,Yes,8218,Null,No,Yes,Yes,Yes,0,0,Legitimate
8,Yes,Null,Null,Yes,0.53,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,20,6,No,No,Yes,9025,Yes,9025,OV,No,Yes,Yes,Yes,0,0,Legitimate
0,No,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,1,4,19,28,No,No,Yes,3656,Yes,3656,OV,Yes,Yes,Yes,Yes,0,0,Legitimate
7,Yes,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,1,0,4,17,8,No,No,Yes,674,Yes,674,Null,No,Yes,Yes,Yes,0,0,Legitimate
87,Yes,Yes,Yes,Yes,0.02,Internal,No,0,0,No,0,No,No,1,0,Null,0,1,4,16,7,No,No,Yes,7721,Yes,7721,Null,No,Yes,Yes,Yes,0,0,Legitimate
0,Null,Null,Null,Yes,0,Internal,No,2,0,No,0,No,No,4,0,Null,0,1,3,18,6,No,No,Yes,6202,Yes,6202,Null,No,Yes,Yes,Yes,0,0,Legitimate
1111,No,Null,Null,Yes,0.01,Internal,No,0,0,No,0,No,Yes,2,1,Null,0,0,5,21,16,No,No,Yes,432,Yes,432,Null,No,Yes,Yes,Yes,0,0,Legitimate
43,No,Null,Yes,Yes,0.03,Internal,No,0,3,No,0,No,No,2,0,Null,0,2,4,19,40,No,No,Yes,5010,Yes,5010,DV,Unknown,No,No,No,0,0,Legitimate
66,Yes,Null,Null,Yes,0.06,Internal,No,0,1,No,0,No,No,2,0,Null,0,3,6,16,44,No,No,Yes,8343,Yes,8343,OV,Yes,No,Yes,Yes,0,0,Legitimate
8,Null,Null,Null,Yes,0.17,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,16,0,No,No,Yes,8194,Yes,8194,Null,No,Yes,Yes,Yes,0,0,Legitimate
409,Yes,Yes,Null,Yes,0.01,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,6,15,17,No,No,Yes,2884,Yes,2884,EV,Yes,Yes,Yes,Yes,0,0,Legitimate
3,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,19,0,No,No,Yes,6791,Yes,6791,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
27,Null,Null,Null,Yes,0,Internal,No,1,20,No,0,No,No,2,0,Null,3,1,3,36,45,No,No,Yes,6791,Yes,6791,DV,Unknown,No,No,No,0,0,Legitimate
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,1,Null,0,0,3,23,10,No,No,Yes,4755,Yes,4755,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
1,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,1,0,5,25,11,No,No,Yes,1642,Yes,1642,OV,No,Yes,Yes,Yes,0,0,Legitimate
14,Null,Yes,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,17,4,No,No,Yes,4952,Yes,4952,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
28,No,Null,Null,Yes,0.05,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,18,0,No,No,Yes,5622,Yes,5622,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
50,Yes,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,4,21,10,No,No,Unknown,-1,Unknown,-1,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
151,Yes,Yes,Null,Yes,0.01,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,4,15,6,No,No,Unknown,-1,Unknown,-1,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
147,Yes,Yes,Null,Yes,0.01,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,5,15,15,No,No,Unknown,-1,Unknown,-1,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
25,Yes,Null,Null,Yes,0.03,Internal,No,0,0,No,0,No,No,2,0,Null,0,5,4,15,37,No,No,Yes,3805,Yes,3805,EV,Yes,Yes,Yes,Yes,0,0,Legitimate
5,No,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,3,6,0,No,No,Unknown,-1,Unknown,-1,DV,No,Yes,Yes,Yes,0,0,Legitimate
4,Null,Null,Null,Yes,0,Internal,No,0,1,No,1,No,No,2,1,Null,0,1,3,15,24,No,No,Yes,4022,Yes,4022,DV,Yes,Yes,Yes,Yes,0,0,Legitimate
15,Yes,Null,Null,Yes,0.05,Internal,No,0,0,No,0,No,No,1,0,Null,0,1,5,13,18,No,No,Yes,3226,Yes,3226,OV,No,Yes,Yes,Yes,0,0,Legitimate
46,No,Yes,Yes,Yes,0.06,Internal,No,0,0,No,0,No,No,2,0,Null,0,1,3,16,7,No,No,Yes,4119,Yes,4119,OV,No,Yes,Yes,Yes,0,0,Legitimate
15,Yes,Null,Null,Yes,0.05,Internal,No,0,0,No,0,No,No,1,0,Null,0,1,4,13,15,No,No,Yes,3226,Yes,3226,OV,No,Yes,Yes,Yes,0,0,Legitimate
3,Null,Null,Null,Yes,0,Internal,No,1,0,No,0,No,No,1,1,Null,0,0,4,12,17,No,No,Yes,878,Yes,878,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
52,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,4,19,13,No,No,Yes,2771,Yes,2771,Null,No,Yes,Yes,Yes,0,0,Legitimate
2,Null,Null,Null,Yes,0.17,Internal,No,0,3,No,0,No,No,2,0,Null,0,2,4,22,30,No,No,Yes,8243,Yes,8243,OV,Yes,Yes,Yes,Yes,0,0,Legitimate
26,No,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,5,23,15,No,No,Yes,2286,Yes,2286,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
8,Null,Yes,Null,Yes,0.12,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,22,5,No,No,Yes,3374,Yes,3374,OV,No,Yes,Yes,Yes,0,0,Legitimate
11,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,1,4,14,13,No,No,Yes,2219,Yes,2219,Null,No,Yes,Yes,Yes,0,0,Legitimate
78,Null,Yes,Yes,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,20,0,No,No,Yes,833,Yes,833,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
78,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,4,11,6,No,No,Yes,8844,Yes,8844,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
1,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,23,5,No,No,Yes,3002,Yes,3002,DV,Unknown,Yes,Yes,Yes,0,30,Legitimate
10,Null,Null,Null,Yes,0.11,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,23,0,No,No,Yes,3002,Yes,3002,DV,Unknown,Yes,Yes,Yes,0,30,Legitimate
193,Null,Null,Null,Yes,0,Internal,No,0,37,No,2,No,Yes,2,20,Null,0,15,3,19,392,No,No,Yes,8173,Yes,8173,DV,Unknown,No,No,No,0,10,Legitimate
55,Null,Yes,Null,Yes,0,Internal,No,0,3,No,0,No,No,3,0,Null,0,10,6,19,86,No,No,Yes,5069,Yes,5069,DV,No,Yes,Yes,Yes,0,0,Legitimate
81,Yes,Null,Null,Yes,0.05,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,3,10,0,No,No,Yes,2702,Yes,2702,Null,No,Yes,Yes,Yes,0,0,Legitimate
12,Null,Null,Null,Yes,0.29,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,4,10,6,No,No,Yes,2702,Yes,2702,Null,No,Yes,Yes,Yes,0,0,Legitimate
47,Yes,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,4,10,13,No,No,Yes,2702,Yes,2702,Null,No,Yes,Yes,Yes,0,0,Legitimate
53,No,Yes,Yes,Yes,0.01,Internal,No,0,0,No,0,No,No,2,0,Null,0,1,6,17,22,No,No,Yes,5419,Yes,5419,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
25,No,Yes,Yes,Yes,0.11,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,3,12,0,No,No,Yes,1559,Yes,1559,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
10,No,Null,Null,Yes,0,Internal,No,0,27,No,0,No,No,2,0,Null,0,2,4,17,220,No,No,Yes,6771,Yes,6771,DV,Unknown,No,No,No,0,0,Legitimate
6,No,Null,Null,Yes,0.03,Internal,No,0,21,No,0,No,No,2,0,Null,0,2,4,17,217,No,No,Yes,6771,Yes,6771,DV,Unknown,No,No,No,0,0,Legitimate
12,No,Null,Null,Yes,0,Internal,No,0,18,No,0,No,No,2,0,Null,0,2,4,17,212,No,No,Yes,6771,Yes,6771,DV,Unknown,No,No,No,0,0,Legitimate
86,No,Yes,Null,Yes,0.02,Internal,No,0,0,No,0,No,No,1,0,Null,2,0,3,19,0,No,No,Yes,406,Yes,406,Null,No,Yes,Yes,Yes,0,0,Legitimate
333,No,Yes,Null,Yes,0.02,Internal,No,0,0,No,0,No,No,1,0,Null,1,0,3,14,0,No,No,Yes,3516,Yes,3516,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
116,No,Null,Null,Yes,0.13,Internal,No,0,0,No,0,No,No,2,1,Null,0,1,3,15,23,No,No,Yes,4818,Yes,4818,OV,Yes,Yes,Yes,Yes,0,0,Legitimate
19,Yes,Null,Yes,Yes,0.02,Internal,No,0,0,No,0,No,No,2,1,Null,0,0,4,21,14,No,No,Yes,5338,Yes,5338,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
1,No,Null,Null,Yes,0,External,No,0,88,No,1,No,No,2,1,Null,0,20,5,12,550,No,No,Unknown,-1,Unknown,-1,Null,No,No,No,No,0,0,Legitimate
0,No,Null,Yes,Yes,0.12,Internal,No,0,0,No,0,No,No,2,1,Null,0,0,6,16,31,No,No,Unknown,-1,Unknown,-1,OV,No,No,Yes,Yes,0,0,Legitimate
1,No,Null,Yes,Yes,0.05,Internal,No,0,0,No,0,No,No,2,1,Null,0,0,4,16,19,No,No,Unknown,-1,Unknown,-1,OV,No,Yes,Yes,Yes,0,0,Legitimate
3,Yes,Null,Null,Yes,0.39,External,No,0,0,No,0,No,No,1,0,Null,0,0,3,12,0,No,No,Yes,901,Yes,5035,Null,No,Yes,Yes,Yes,0,0,Legitimate
4,No,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,4,18,10,No,No,Yes,7674,Yes,7674,OV,Yes,Yes,Yes,Yes,0,0,Legitimate
62,Null,Null,Null,Yes,0.06,Internal,No,0,0,No,0,No,No,3,1,Null,0,0,6,30,52,No,No,Unknown,-1,Unknown,-1,OV,Yes,Yes,Yes,Yes,0,0,Legitimate
10,Yes,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,4,17,6,No,No,Yes,5885,Yes,5885,OV,Yes,Yes,Yes,Yes,0,0,Legitimate
23,Null,Void,Null,Yes,0.12,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,4,20,11,No,No,Yes,5885,Yes,5885,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
1441,Null,Yes,Null,Yes,0,External,No,0,0,No,0,No,No,2,0,Null,0,0,3,10,0,No,No,Unknown,-1,Yes,1640,Null,No,Yes,Yes,Yes,0,0,Legitimate
0,No,Null,Null,Yes,0.38,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,4,22,16,No,No,Yes,1969,Yes,1969,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
1,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,23,0,No,No,Yes,2786,Yes,2786,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
33,Yes,Null,No,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,16,5,No,No,Yes,6127,Yes,6127,Null,No,Yes,Yes,Yes,0,0,Legitimate
4,Null,Null,Null,Yes,0.2,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,21,5,No,No,Yes,7399,Yes,7399,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
63,Yes,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,3,0,Null,0,0,3,26,5,No,No,Yes,7653,Yes,7653,OV,No,Yes,Yes,Yes,0,0,Legitimate
23,Yes,Null,Null,Yes,0.05,Internal,No,0,5,No,0,No,No,1,2,Null,0,5,5,15,75,No,No,Yes,8563,Yes,8563,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
66,No,No,No,Yes,0.01,External,No,0,0,No,0,No,No,2,0,Null,0,0,3,17,0,No,No,Yes,3753,Yes,3125,OV,Yes,No,Yes,Yes,0,0,Legitimate
19,No,Null,Null,Yes,0.15,Internal,No,0,0,No,0,No,No,2,0,Null,0,1,3,19,7,No,No,Yes,8655,Yes,8655,DV,No,Yes,Yes,Yes,0,0,Legitimate
19,No,Null,Null,Yes,0.15,Internal,No,0,10,No,0,No,No,2,0,Null,0,3,3,19,42,No,No,Yes,8655,Yes,8655,DV,No,No,No,No,0,0,Legitimate
10,No,Null,Null,Yes,0,Internal,No,0,7,No,0,No,No,2,0,Null,0,6,4,22,77,No,No,Yes,2871,Yes,2871,DV,Unknown,No,No,No,0,0,Legitimate
23,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,Yes,2,1,Null,0,1,8,12,57,No,No,Yes,6033,Yes,6033,OV,Yes,No,Yes,Yes,0,0,Legitimate
183,Null,Null,Null,Yes,0,Internal,No,0,13,No,0,No,Yes,2,4,Null,0,5,3,19,158,No,No,Yes,8173,Yes,8173,DV,Unknown,No,No,No,0,10,Legitimate
4,No,Null,Null,Yes,0.09,External,No,0,0,No,0,No,No,3,0,Null,0,1,5,27,12,No,No,Yes,1873,Yes,1873,DV,No,Yes,Yes,Yes,0,0,Legitimate
1,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,1,4,19,13,No,No,Yes,3336,Yes,3336,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
43,Yes,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,4,17,14,No,No,Yes,2058,Yes,2058,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,14,5,No,No,Yes,8643,Yes,8643,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
0,Null,Null,Null,Yes,0,Internal,No,0,1,No,0,No,No,2,1,Null,0,0,3,19,10,No,No,Yes,4725,Yes,4725,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
12,Yes,Null,Null,Yes,0,Internal,No,0,1,No,0,No,No,2,0,Null,0,1,5,15,17,No,No,Yes,1254,Yes,1254,Null,No,Yes,Yes,Yes,0,30,Legitimate
2,Yes,Null,Null,Yes,0.05,Internal,No,0,0,No,0,No,Yes,5,0,Null,0,0,4,25,13,No,No,Unknown,-1,Unknown,-1,Null,No,Yes,Yes,Yes,0,0,Legitimate
21,Null,Null,Null,Yes,0,Internal,No,1,0,No,0,No,Yes,4,0,Null,1,0,5,36,15,No,No,Unknown,-1,Unknown,-1,OV,Yes,Yes,Yes,Yes,0,0,Legitimate
209,Null,Null,Yes,Yes,0,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,3,16,0,No,No,Yes,3117,Yes,3117,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
2,No,Null,Null,Yes,0,External,No,0,0,No,0,No,Yes,2,1,Null,0,1,7,15,39,No,No,Yes,2502,Unknown,-1,OV,No,No,Yes,Yes,0,0,Legitimate
69,Yes,Null,Null,Yes,0.03,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,17,5,No,No,Yes,2893,Yes,2893,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
16,Yes,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,4,20,11,No,No,Yes,7734,Yes,7734,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
25,Null,Null,Yes,Yes,0,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,3,16,5,No,No,Yes,935,Yes,935,DV,Unknown,Yes,Yes,Yes,1,1,Legitimate
108,Null,Yes,Yes,Yes,0.07,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,12,0,No,No,Yes,9733,Yes,9733,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
2,No,Null,Null,Yes,0.08,Internal,No,0,58,No,0,No,No,2,5,Null,0,20,4,18,398,No,No,Unknown,-1,Unknown,-1,DV,No,No,No,No,0,0,Legitimate
2,No,Null,Null,Yes,0.1,Internal,No,0,35,No,2,No,No,2,4,Null,0,18,4,13,388,No,No,Unknown,-1,Unknown,-1,DV,No,No,No,No,0,0,Legitimate
5,Null,Null,Null,Yes,0,Internal,No,0,95,No,19,No,Yes,2,9,Null,0,15,4,25,551,No,No,Yes,2826,Yes,2826,DV,Unknown,No,Yes,Yes,0,0,Legitimate
11,No,Null,Null,Yes,0.06,Internal,No,0,24,No,0,No,No,3,0,Null,0,2,4,20,60,No,No,Yes,5582,Yes,5582,DV,No,No,No,No,0,0,Legitimate
13,No,Null,Null,Yes,0.17,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,4,29,15,No,No,Yes,3119,Yes,3119,EV,Yes,Yes,Yes,Yes,0,0,Legitimate
5,Null,Null,Null,Yes,0.04,Internal,No,0,25,No,1,No,Yes,2,10,Null,0,2,7,19,228,No,No,Yes,7044,Yes,7044,OV,Yes,No,No,No,0,0,Legitimate
4,Null,Null,Null,Yes,0.04,Internal,No,0,6,No,6,No,No,2,2,Null,0,1,4,19,80,No,No,Yes,7044,Yes,7044,OV,Yes,No,No,No,0,0,Legitimate
12,Null,Null,Null,Yes,0.08,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,3,9,7,No,No,Yes,5077,Yes,5077,Null,No,Yes,Yes,Yes,0,0,Legitimate
8,Null,Null,Null,Yes,0.5,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,13,5,No,No,Yes,5077,Yes,5077,Null,No,Yes,Yes,Yes,0,0,Legitimate
0,No,Null,Null,Yes,0.05,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,4,19,6,No,No,Yes,4755,Yes,4755,OV,Yes,Yes,Yes,Yes,0,0,Legitimate
6,Null,Null,Null,Yes,0,Internal,No,2,0,No,0,No,No,2,0,Null,0,0,3,18,0,No,No,Yes,3306,Yes,3306,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
5,Null,Null,Null,Yes,0.14,Internal,No,0,1,No,0,No,No,2,0,Null,0,1,4,28,27,No,No,Yes,2811,Yes,2811,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
16,Null,Null,Null,Yes,0,Internal,No,0,4,No,0,No,Yes,2,2,Null,0,1,3,19,45,No,No,Yes,8271,Yes,8271,DV,Unknown,No,Yes,No,0,0,Legitimate
111,Yes,Null,Null,Yes,0.01,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,16,0,No,No,Yes,5380,Yes,5380,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
648,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,5,18,19,No,No,Yes,2802,Yes,2802,OV,No,Yes,Yes,Yes,0,0,Legitimate
102,Yes,Null,Null,Yes,0.03,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,16,6,No,No,Yes,5380,Yes,5380,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
18,Yes,Null,Yes,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,2,5,19,17,No,No,Yes,5380,Yes,5380,Null,No,Yes,Yes,Yes,0,0,Legitimate
31,No,Null,No,Yes,0.04,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,13,0,No,No,Yes,3179,Yes,3179,DV,Yes,Yes,Yes,Yes,0,0,Legitimate
37,No,Null,Yes,Yes,0.07,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,14,0,No,No,Yes,3179,Yes,3179,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
31,No,Null,Null,Yes,0.04,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,20,0,No,No,Yes,2788,Yes,2788,Null,No,Yes,Yes,Yes,0,0,Legitimate
50,No,Yes,Null,Yes,0.05,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,3,13,0,No,No,Yes,448,Yes,448,Null,No,Yes,Yes,Yes,0,0,Legitimate
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,3,24,0,No,No,Yes,464,Yes,464,OV,Yes,Yes,Yes,Yes,0,0,Legitimate
124,Yes,Null,Yes,Yes,0,Internal,No,0,0,No,0,No,No,2,2,Null,1,2,3,20,34,No,No,Yes,5399,Yes,5399,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
75,Yes,Yes,Yes,Yes,0,Internal,No,0,0,No,0,No,No,2,1,Null,1,12,3,23,71,No,No,Yes,5399,Yes,5399,DV,Unknown,No,Yes,Yes,0,0,Legitimate
52,Yes,Yes,Yes,Yes,0,Internal,No,0,0,No,0,No,No,2,1,Null,1,0,3,23,13,No,No,Yes,5399,Yes,5399,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
1,Null,Null,Null,Yes,0.1,Internal,No,0,0,No,0,No,No,2,1,Null,0,0,4,20,18,No,No,Yes,2179,Yes,2179,Null,No,Yes,Yes,Yes,0,0,Legitimate
22,No,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,21,0,No,No,Yes,6789,Yes,6789,Null,No,Yes,Yes,Yes,0,0,Legitimate
176,Null,Null,Null,Yes,0,Internal,No,0,6,No,0,No,Yes,2,5,Null,0,4,3,19,113,No,No,Yes,8173,Yes,8173,DV,Unknown,No,No,No,0,10,Legitimate
180,Null,Null,Null,Yes,0,Internal,No,0,6,No,0,No,Yes,2,2,Null,0,7,3,19,152,No,No,Yes,8173,Yes,8173,DV,Unknown,No,No,No,0,10,Legitimate
2,No,Yes,Null,Yes,0.04,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,18,5,No,No,Yes,1049,Yes,1049,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
13,No,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,3,0,Null,0,0,4,21,16,No,No,Unknown,-1,Unknown,-1,OV,Yes,Yes,Yes,Yes,0,0,Legitimate
12,No,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,3,0,Null,0,0,3,21,6,No,No,Unknown,-1,Unknown,-1,OV,Yes,Yes,Yes,Yes,0,0,Legitimate
15,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,0,Null,0,1,3,14,7,No,No,Yes,3775,Yes,3775,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
81,Yes,Null,Null,Yes,0.09,Internal,No,0,3,No,0,No,No,2,1,Null,0,3,3,16,46,No,No,Yes,3398,Yes,3398,DV,Unknown,No,Yes,Yes,0,0,Legitimate
3,Null,Null,Null,Yes,0,Internal,No,0,2,No,2,No,No,3,0,Null,0,1,4,16,41,No,No,Yes,3014,Yes,3014,DV,Yes,Yes,Yes,Yes,0,0,Legitimate
8,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,4,12,13,No,No,Unknown,-1,Unknown,-1,DV,Yes,Yes,Yes,Yes,0,0,Legitimate
1,No,Null,Null,Yes,0.5,Internal,No,0,0,No,0,No,No,3,1,Null,0,0,5,31,20,No,No,Yes,6181,Yes,6181,OV,Yes,Yes,Yes,Yes,0,0,Legitimate
71,Yes,Yes,Null,Yes,0,Internal,No,1,0,No,0,No,No,2,0,Null,0,0,3,19,0,No,No,Yes,6308,Yes,6308,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
33,Yes,Null,Null,Yes,0,Internal,No,1,0,No,0,No,No,2,0,Null,0,1,3,20,7,No,No,Yes,6308,Yes,6308,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
8,No,Null,Null,Yes,0.15,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,26,0,No,No,Yes,2044,Yes,2044,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
26,Yes,Null,Yes,Yes,0,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,3,8,5,No,Yes,Yes,1991,Yes,1991,DV,No,Yes,Yes,Yes,0,0,Legitimate
101,No,Null,Null,Yes,0,Internal,No,0,11,No,0,No,Yes,2,6,Null,0,5,4,17,144,No,No,Yes,7758,Yes,7758,OV,Yes,No,No,No,0,0,Legitimate
6,No,Null,Null,Yes,0.05,Internal,No,1,0,No,0,No,No,1,0,Null,0,0,4,12,13,No,No,Yes,3299,Yes,3299,EV,No,Yes,Yes,Yes,0,0,Legitimate
235,Null,Null,Yes,Yes,0.02,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,13,7,No,No,Yes,1890,Yes,1890,OV,Yes,Yes,Yes,Yes,0,0,Legitimate
49,Null,Null,Null,Yes,0.03,Internal,No,0,0,No,0,No,No,2,1,Null,0,0,6,26,24,No,No,Yes,3529,Yes,3529,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,1,4,19,13,No,No,Yes,1644,Yes,1644,Null,No,Yes,Yes,Yes,0,0,Legitimate
15,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,5,21,36,No,No,Yes,7852,Yes,7852,Null,No,Yes,Yes,Yes,0,0,Legitimate
2,Null,Null,Null,Yes,0,Internal,No,0,107,No,0,No,No,2,6,Null,0,20,4,17,227,No,No,Yes,8310,Yes,8310,OV,No,No,No,No,0,0,Legitimate
13,Null,Yes,Null,Yes,0.07,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,22,4,No,No,Yes,8256,Yes,8256,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
